"","1","1.5","2","2.5","3","3.5","4","4.5","5"
"rec_50_avg",0.503948015471537,0.541090509082264,0.506230242511328,0.530782766124309,0.539221154407445,0.522365230074371,0.519755987976144,0.541415878865573,0.52237901882978
"rec_md_avg",0.607145799663244,0.663689998094479,0.658237855968338,0.675715312463725,0.674875856027937,0.680735689128026,0.679269780675979,0.686178457282287,0.674907242871413
"rec_80_avg",0.306473164768214,0.29493176891158,0.309405030294998,0.359351451720527,0.384311095230358,0.362743259732637,0.377282147251041,0.377891511247545,0.358018657443384
"rec_95_avg",0.173607077851248,0.108401265852493,0.133482542614533,0.174555191174644,0.205218453235963,0.209696722474355,0.240470841064744,0.209052678603953,0.202150623854508
