"","1","1.5","2","2.5","3","3.5","4","4.5","5"
"f_50",0.32465354381092,0.345455009511702,0.346846985094818,0.329889566494438,0.331431546792664,0.347844118507616,0.329243434507478,0.335828905127161,0.344277412935959
"f_md",0.342032205216964,0.357092745049922,0.348811017960284,0.333892242950202,0.344003573696674,0.343315888834878,0.334140462613637,0.337387028489162,0.338888677044647
"f_80",0.235918717495546,0.274519544235619,0.336033928729616,0.291495291081706,0.305023897627921,0.324658052145086,0.322131267012893,0.324860118190218,0.319921626757759
"f_95",0.12838174004032,0.143414064815715,0.247912035466836,0.179457291100424,0.238910147270583,0.237799412540772,0.293935889972659,0.245962362975921,0.264572514893589
