"","1","1.5","2","2.5","3","3.5","4","4.5","5"
"prec_50_avg",0.242822671714158,0.229544031550045,0.25667467564366,0.249681722228746,0.247447896337186,0.252750284834082,0.250229335463576,0.243137318620853,0.249934475438039
"prec_md_avg",0.226719554947741,0.225908758555806,0.23833341425049,0.235510193697032,0.231807042708451,0.226663505820483,0.223091675496759,0.221065184944434,0.224795190917005
"prec_80_avg",0.245677810384671,0.2403172817512,0.285640332473975,0.265214359000691,0.274060862779841,0.272214411386827,0.279990223593495,0.273764849831281,0.277429682566866
"prec_95_avg",0.326644895090903,0.269321604153426,0.297963118102256,0.269104465298266,0.286689287119462,0.305446358443535,0.339618719803663,0.317286708166599,0.35217906761054
