"","0.01","0.015","0.02","0.025","0.03","0.035","0.04","0.045","0.05","0.055","0.06","0.065","0.07","0.075","0.08","0.085","0.09","0.095","0.1"
"NMC_semi_rec",0.217708528827788,0.217513094573142,0.217737758841635,0.215228411480193,0.215196829429746,0.21667219264696,0.212458258629229,0.214734638806445,0.216649901499805,0.212386867333183,0.214681209687603,0.211765672562973,0.214500757901056,0.214562827089534,0.211937491969927,0.213232795374116,0.21312999947721,0.213245056204429,0.212406841891514
"LS_semi_rec",0.223044591307462,0.221604893317944,0.220200366775488,0.219776354807379,0.219519623641705,0.221294647777527,0.219438645258822,0.220162574999157,0.219994656223517,0.220528376252876,0.218596627676903,0.218178205509818,0.221690334610561,0.2179473591636,0.218937979264637,0.217298581968894,0.218422559380842,0.21787186271376,0.21875329532547
