"","1","1.5","2","2.5","3","3.5","4","4.5","5"
"f_50",0.322844195928531,0.32517872237857,0.345429697733562,0.339435765597122,0.341558669464133,0.335165275332547,0.334331411993642,0.333215494624836,0.342736113064042
"f_md",0.352320328988232,0.333295798663129,0.349224834459512,0.345647391556182,0.348320611036041,0.338510626409371,0.333892577028908,0.333952889013566,0.339538851522027
"f_80",0.244998253631923,0.267057082955726,0.322380235070971,0.303311083726263,0.306049494253643,0.302040979531996,0.319423159511918,0.315621002637632,0.312977101578828
"f_95",0.123272363953173,0.150066704476822,0.217004020781615,0.22676286861672,0.184733016704515,0.234919647979796,0.278012900268861,0.256534494870502,0.23048255239791
